	filename	date	authors	genres	names	topics	multiple_authors	leader_in_authors	is_written_text	addressed_to_people	regular_occasion	has_major_topic	pattern	year	is_fragment	distorted	full_pattern	token_count	filename_raw	period	period-denser
174	1939.03.10_сталин_выступление.отчет.доклад_отчетный доклад цк_съезд вкпб 18	1939.03.10	['сталин']	['выступление', 'отчет', 'доклад']	['отчетный доклад цк']	['съезд вкпб 18']	False	True	False	False	True	True	0100	1939	False	False	01001100	17621	1939.03.10_сталин_выступление.отчет.доклад_отчетный-доклад-цк_съезд-вкпб-18.txt	сталин	сталин - довоенные годы
175	1939.03.21_съезд вкпб 18_резолюция_третий пятилетний план развития народного хозяйства_3 пятилетка	1939.03.21	['съезд вкпб 18']	['резолюция']	['третий пятилетний план развития народного хозяйства']	['3 пятилетка']	True	False	True	False	False	True	1010	1939	False	False	10100100	604	1939.03.21_съезд-вкпб-18_резолюция_третий-пятилетний-план-развития-народного-хозяйства_3-пятилетка.txt	сталин	сталин - довоенные годы
176	1939.09.28_молотов.риббентроп.правительство ссср.правительство германии_договор.секретный протокол_о дружбе и границе между ссср и германией_пакт молотова риббентропа	1939.09.28	['молотов', 'риббентроп', 'правительство ссср', 'правительство германии']	['договор', 'секретный протокол']	['о дружбе и границе между ссср и германией']	['пакт молотова риббентропа']	True	False	True	False	False	True	1010	1939	False	False	10100100	243	1939.09.28_молотов.риббентроп.правительство-ссср.правительство-германии_договор.секретный-протокол_о-дружбе-и-границе-между-ссср-и-германией_пакт-молотова-риббентропа.txt	сталин	сталин - довоенные годы
177	1939.09.28_молотов.риббентроп.правительство ссср.правительство германии_договор_о дружбе и границе между ссср и германией_пакт молотова риббентропа	1939.09.28	['молотов', 'риббентроп', 'правительство ссср', 'правительство германии']	['договор']	['о дружбе и границе между ссср и германией']	['пакт молотова риббентропа']	True	False	True	False	False	True	1010	1939	False	False	10100100	365	1939.09.28_молотов.риббентроп.правительство-ссср.правительство-германии_договор_о-дружбе-и-границе-между-ссср-и-германией_пакт-молотова-риббентропа.txt	сталин	сталин - довоенные годы
178	1941.07.03_сталин_выступление.радио.обращение к народу_выступление по радио_нападение германии	1941.07.03	['сталин']	['выступление', 'радио', 'обращение к народу']	['выступление по радио']	['нападение германии']	False	True	False	True	False	True	0101	1941	False	False	01010100	2357	1941.07.03_сталин_выступление.радио.обращение-к-народу_выступление-по-радио_нападение-германии.txt	сталин	сталин - великая отечественная война
179	1941.07.18_сталин_письмо.личное послание_письмо черчиллю о положении советской армии и об открытии второго фронта.речь на параде красной армии_второй фронт.вов	1941.07.18	['сталин']	['письмо', 'личное послание']	['письмо черчиллю о положении советской армии и об открытии второго фронта', 'речь на параде красной армии']	['второй фронт', 'вов']	False	True	True	False	True	True	0110	1941	False	False	01101100	390	1941.07.18_сталин_письмо.личное-послание_письмо-черчиллю-о-положении-советской-армии-и-об-открытии-второго-фронта.речь-на-параде-красной-армии_второй-фронт.вов.txt	сталин	сталин - великая отечественная война
180	1941.07.18_сталин_письмо.личное послание_послание рузвельту_лендлиз.вов	1941.07.18	['сталин']	['письмо', 'личное послание']	['послание рузвельту']	['лендлиз', 'вов']	False	True	True	False	True	True	0110	1941	False	False	01101100	350	1941.07.18_сталин_письмо.личное-послание_послание-рузвельту_лендлиз.вов.txt	сталин	сталин - великая отечественная война
181	1941.10.03_сталин_письмо.личное послание_послание рузвельту_вов	1941.10.03	['сталин']	['письмо', 'личное послание']	['послание рузвельту']	['вов']	False	True	True	False	True	True	0110	1941	False	False	01101100	170	1941.10.03_сталин_письмо.личное-послание_послание-рузвельту_вов.txt	сталин	сталин - великая отечественная война
182	1941.10.03_сталин_письмо.личное послание_послание черчиллю_вов	1941.10.03	['сталин']	['письмо', 'личное послание']	['послание черчиллю']	['вов']	False	True	True	False	True	True	0110	1941	False	False	01101100	350	1941.10.03_сталин_письмо.личное-послание_послание-черчиллю_вов.txt	сталин	сталин - великая отечественная война
183	1941.11.06_сталин_выступление.доклад_доклад на торжественном заседании московского совета депутатов трудящихся с партийными и общественными организациями_24 годовщина революции.вов.заседание моссовета	1941.11.06	['сталин']	['выступление', 'доклад']	['доклад на торжественном заседании московского совета депутатов трудящихся с партийными и общественными организациями']	['24 годовщина революции', 'вов', 'заседание моссовета']	False	True	False	False	True	True	0100	1941	False	False	01001100	5354	1941.11.06_сталин_выступление.доклад_доклад-на-торжественном-заседании-московского-совета-депутатов-трудящихся-с-партийными-и-общественными-организациями_24-годовщина-революции.вов.заседание-моссовета.txt	сталин	сталин - великая отечественная война
184	1941.11.07_сталин_выступление.речь_речь на параде красной армии_речь на параде красной армии_24 годовщина революции.вов	1941.11.07	['сталин']	['выступление', 'речь']	['речь на параде красной армии']	['речь на параде красной армии']	False	True	False	False	False	True	0100	1941	False	False	01000100	912	1941.11.07_сталин_выступление.речь_речь-на-параде-красной-армии_речь-на-параде-красной-армии_24-годовщина-революции.вов.txt	сталин	сталин - великая отечественная война
185	1942.08.23_сталин_телеграмма_телеграмма руководству обороной сталинграда_вов.сталинград	1942.08.23	['сталин']	['телеграмма']	['телеграмма руководству обороной сталинграда']	['вов', 'сталинград']	False	True	True	False	False	True	0110	1942	False	False	01100100	92	1942.08.23_сталин_телеграмма_телеграмма-руководству-обороной-сталинграда_вов.сталинград.txt	сталин	сталин - великая отечественная война
186	1942.10.03_сталин_меморандум.секретно_послание черчиллю_вов.второй фронт	1942.10.03	['сталин']	['меморандум', 'секретно']	['послание черчиллю']	['вов', 'второй фронт']	False	True	True	False	False	True	0110	1942	False	False	01100100	383	1942.10.03_сталин_меморандум.секретно_послание-черчиллю_вов.второй-фронт.txt	сталин	сталин - великая отечественная война
187	1943.06.11_сталин_письмо.личное послание.секретно_послание рузвельту_вов.второй фронт	1943.06.11	['сталин']	['письмо', 'личное послание', 'секретно']	['послание рузвельту']	['вов', 'второй фронт']	False	True	True	False	True	True	0110	1943	False	False	01101100	415	1943.06.11_сталин_письмо.личное-послание.секретно_послание-рузвельту_вов.второй-фронт.txt	сталин	сталин - великая отечественная война
188	1943.09.08_сталин_письмо.личное послание.секретно_послание рузвельту_вов.встреча глав трех правительств	1943.09.08	['сталин']	['письмо', 'личное послание', 'секретно']	['послание рузвельту']	['вов', 'встреча глав трех правительств']	False	True	True	False	True	True	0110	1943	False	False	01101100	380	1943.09.08_сталин_письмо.личное-послание.секретно_послание-рузвельту_вов.встреча-глав-трех-правительств.txt	сталин	сталин - великая отечественная война
189	1944.10.19_сталин_письмо.личное.секретно послание_послание рузвельту и черчиллю_вов.восстание в варшаве	1944.10.19	['сталин']	['письмо', 'личное', 'секретно послание']	['послание рузвельту и черчиллю']	['вов', 'восстание в варшаве']	False	True	True	False	True	True	0110	1944	False	False	01101100	235	1944.10.19_сталин_письмо.личное.секретно-послание_послание-рузвельту-и-черчиллю_вов.восстание-в-варшаве.txt	сталин	сталин - великая отечественная война
190	1944.10.19_сталин_письмо.личное.секретно послание_послание рузвельту_вов.встреча с черчиллем	1944.10.19	['сталин']	['письмо', 'личное', 'секретно послание']	['послание рузвельту']	['вов', 'встреча с черчиллем']	False	True	True	False	True	True	0110	1944	False	False	01101100	329	1944.10.19_сталин_письмо.личное.секретно-послание_послание-рузвельту_вов.встреча-с-черчиллем.txt	сталин	сталин - великая отечественная война
191	1945.05.09_сталин_выступление.обращение к народу_наше дело правое мы победили_вов.победа.9 мая.2 мировая войн	1945.05.09	['сталин']	['выступление', 'обращение к народу']	['наше дело правое мы победили']	['вов', 'победа', '9 мая', '2 мировая войн']	False	True	False	False	False	True	0100	1945	False	False	01000100	560	1945.05.09_сталин_выступление.обращение-к-народу_наше-дело-правое-мы-победили_вов.победа.9-мая.2-мировая-война.txt	сталин	сталин - великая отечественная война
192	1945.07.04_сталин_письмо.послание_послание де голлю о возвращении авиационного полка_вов	1945.07.04	['сталин']	['письмо', 'послание']	['послание де голлю о возвращении авиационного полка']	['вов']	False	True	True	False	True	True	0110	1945	False	False	01101100	137	1945.07.04_сталин_письмо.послание_послание-де-голлю-о-возвращении-авиационного-полка_вов.txt	сталин	сталин - послевоенные годы
193	1945.09.02_сталин_выступление.обращение к народу_о капитуляции японии_вов.победа.9 мая.япония	1945.09.02	['сталин']	['выступление', 'обращение к народу']	['о капитуляции японии']	['вов', 'победа', '9 мая', 'япония']	False	True	False	False	False	True	0100	1945	False	False	01000100	922	1945.09.02_сталин_выступление.обращение-к-народу_о-капитуляции-японии_вов.победа.9-мая.япония.txt	сталин	сталин - послевоенные годы
194	1952.07.07_маленков_выступление.отчет.доклад_доклад на пленуме цк кпсс_берия.цк кпсс	1952.07.07	['маленков']	['выступление', 'отчет', 'доклад']	['доклад на пленуме цк кпсс']	['берия', 'цк кпсс']	False	True	False	False	False	True	0100	1952	False	False	01000100	4427	1952.07.07_маленков_выступление.отчет.доклад_доклад-на-пленуме-цк-кпсс_берия.цк-кпсс.txt	сталин	сталин - послевоенные годы
195	1952.09.29_сталин_выступление.замечания_по экономическим вопросам	1952.09.29	['сталин']	['выступление', 'замечания']	['по экономическим вопросам']	['по экономическим вопросам']	False	True	False	False	False	False	0100	1952	False	False	01000000	24977	1952.09.29_сталин_выступление.замечания_по-экономическим-вопросам.txt	сталин	сталин - послевоенные годы
196	1952.10.05_маленков_выступление.отчет_отчетный доклад цк_съезд кпсс 19	1952.10.05	['маленков']	['выступление', 'отчет']	['отчетный доклад цк']	['съезд кпсс 19']	False	True	False	False	True	True	0100	1952	False	False	01001100	54659	1952.10.05_маленков_выступление.отчет_отчетный-доклад-цк_съезд-кпсс-19.txt	сталин	сталин - послевоенные годы
197	1952.10.13_съезд кпсс 19_устав_устав кпсс	1952.10.13	['съезд кпсс 19']	['устав']	['устав кпсс']	['устав кпсс']	True	False	True	False	False	False	1010	1952	False	False	10100000	5554	1952.10.13_съезд-кпсс-19_устав_устав-кпсс.txt	сталин	сталин - послевоенные годы
198	1952.10.14_сталин_выступление.отчет_заключительная речь_съезд кпсс 19	1952.10.14	['сталин']	['выступление', 'отчет']	['заключительная речь']	['съезд кпсс 19']	False	True	False	False	True	True	0100	1952	False	False	01001100	1180	1952.10.14_сталин_выступление.отчет_заключительная-речь_съезд-кпсс-19.txt	сталин	сталин - послевоенные годы
199	1953.01.13_тасс_сообщение_об аресте вречей вредителей_дело врачей.репрессии	1953.01.13	['тасс']	['сообщение']	['об аресте вречей вредителей']	['дело врачей', 'репрессии']	True	False	True	False	False	True	1010	1953	False	False	10100100	536	1953.01.13_тасс_сообщение_об-аресте-вречей-вредителей_дело-врачей.репрессии.txt	сталин	сталин - послевоенные годы
200	1953.03.26_берия_записка_маленкову в президиум цк ссср об амнистии_амнистия	1953.03.26	['берия']	['записка']	['маленкову в президиум цк ссср об амнистии']	['амнистия']	False	False	True	False	False	True	0010	1953	False	False	00100100	788	1953.03.26_берия_записка_маленкову-в-президиум-цк-ссср-об-амнистии_амнистия.txt	маленков	маленков
201	1953.03.27_президиум вс ссср_указ_об амнистии_амнистия	1953.03.27	['президиум вс ссср']	['указ']	['об амнистии']	['амнистия']	True	False	True	False	False	True	1010	1953	False	False	10100100	592	1953.03.27_президиум-вс-ссср_указ_об-амнистии_амнистия.txt	маленков	маленков
202	1956.02.24_съезд кпсс 20_резолюция_по отчетному докладу_культ личности	1956.02.24	['съезд кпсс 20']	['резолюция']	['по отчетному докладу']	['культ личности']	True	False	True	False	False	True	1010	1956	False	False	10100100	2672	1956.02.24_съезд-кпсс-20_резолюция_по-отчетному-докладу_культ-личности.txt	хрущев	хрущев
203	1956.02.25_хрущев_выступление.отчет.доклад_отчетный доклад цк_культ личности	1956.02.25	['хрущев']	['выступление', 'отчет', 'доклад']	['отчетный доклад цк']	['культ личности']	False	True	False	False	False	True	0100	1956	False	False	01000100	22438	1956.02.25_хрущев_выступление.отчет.доклад_отчетный-доклад-цк_культ-личности.txt	хрущев	хрущев
204	1959.02.05_съезд кпсс 21_доклад.фрагмент_контрольные цифры народного хозяйства	1959.02.05	['съезд кпсс 21']	['доклад', 'фрагмент']	['контрольные цифры народного хозяйства']	['контрольные цифры народного хозяйства']	True	False	False	False	False	False	1000	1959	True	False	10000010	30596	1959.02.05_съезд-кпсс-21_доклад.фрагмент_контрольные-цифры-народного-хозяйства.txt	хрущев	хрущев
205	1959.02.05_съезд кпсс 21_резолюция.фрагмент_по докладу контрольные цифры народного хозяйства	1959.02.05	['съезд кпсс 21']	['резолюция', 'фрагмент']	['по докладу контрольные цифры народного хозяйства']	['по докладу контрольные цифры народного хозяйства']	True	False	True	False	False	False	1010	1959	True	False	10100010	6484	1959.02.05_съезд-кпсс-21_резолюция.фрагмент_по-докладу-контрольные-цифры-народного-хозяйства.txt	хрущев	хрущев
206	1959.06.29_пленум цк кпсс_постановление_о работе партийных организаций	1959.06.29	['пленум цк кпсс']	['постановление']	['о работе партийных организаций']	['о работе партийных организаций']	True	False	True	False	False	False	1010	1959	False	False	10100000	11060	1959.06.29_пленум-цк-кпсс_постановление_о-работе-партийных-организаций.txt	хрущев	хрущев
207	1959.07.15_пленум цк кпсс_постановление_о развитии промышленности	1959.07.15	['пленум цк кпсс']	['постановление']	['о развитии промышленности']	['о развитии промышленности']	True	False	True	False	False	False	1010	1959	False	False	10100000	11051	1959.07.15_пленум-цк-кпсс_постановление_о-развитии-промышленности.txt	хрущев	хрущев
208	1961.10.17_хрущев_выступление.отчет_отчетный доклад цк_съезд кпсс 22	1961.10.17	['хрущев']	['выступление', 'отчет']	['отчетный доклад цк']	['съезд кпсс 22']	False	True	False	False	True	True	0100	1961	False	False	01001100	47909	1961.10.17_хрущев_выступление.отчет_отчетный-доклад-цк_съезд-кпсс-22.txt	хрущев	хрущев
209	1961.10.31_съезд кпсс 22_программа партии_программа кпсс	1961.10.31	['съезд кпсс 22']	['программа партии']	['программа кпсс']	['программа кпсс']	True	False	True	False	False	False	1010	1961	False	False	10100000	36615	1961.10.31_съезд-кпсс-22_программа-партии_программа-кпсс.txt	хрущев	хрущев
210	1961.10.31_съезд кпсс 22_резолюция.фрагмент_по отчету цк	1961.10.31	['съезд кпсс 22']	['резолюция', 'фрагмент']	['по отчету цк']	['по отчету цк']	True	False	True	False	False	False	1010	1961	True	False	10100010	4030	1961.10.31_съезд-кпсс-22_резолюция.фрагмент_по-отчету-цк.txt	хрущев	хрущев
211	1964.10.14_пленум цк кпсс_постановление_о т хрущеве нс_отставка хрущева	1964.10.14	['пленум цк кпсс']	['постановление']	['о т хрущеве нс']	['отставка хрущева']	True	False	True	False	False	True	1010	1964	False	False	10100100	283	1964.10.14_пленум-цк-кпсс_постановление_о-т-хрущеве-нс_отставка-хрущева.txt	хрущев	хрущев
212	1966.03.29_брежнев_выступление.отчет_отчетный доклад цк_съезд кпсс 23	1966.03.29	['брежнев']	['выступление', 'отчет']	['отчетный доклад цк']	['съезд кпсс 23']	False	True	False	False	True	True	0100	1966	False	False	01001100	35350	1966.03.29_брежнев_выступление.отчет_отчетный-доклад-цк_съезд-кпсс-23.txt	брежнев	брежнев
213	1966.04.08_брежнев_выступление_заключительное слово_съезд кпсс 23	1966.04.08	['брежнев']	['выступление']	['заключительное слово']	['съезд кпсс 23']	False	True	False	False	True	True	0100	1966	False	False	01001100	419	1966.04.08_брежнев_выступление_заключительное-слово_съезд-кпсс-23.txt	брежнев	брежнев
214	1966.04.08_съезд кпсс 23.другие_выступление_обсуждение отчетного доклада	1966.04.08	['съезд кпсс 23', 'другие']	['выступление']	['обсуждение отчетного доклада']	['обсуждение отчетного доклада']	True	False	False	False	False	False	1000	1966	False	False	10000000	191610	1966.04.08_съезд-кпсс-23.другие_выступление_обсуждение-отчетного-доклада.txt	брежнев	брежнев
215	1966.04.08_съезд кпсс 23_резолюция_по отчету цк	1966.04.08	['съезд кпсс 23']	['резолюция']	['по отчету цк']	['по отчету цк']	True	False	True	False	False	False	1010	1966	False	False	10100000	6820	1966.04.08_съезд-кпсс-23_резолюция_по-отчету-цк.txt	брежнев	брежнев
216	1969.12.15_брежнев_выступление_выступление перед съездом_пленум цк кпсс 1969	1969.12.15	['брежнев']	['выступление']	['выступление перед съездом']	['пленум цк кпсс 1969']	False	True	False	False	False	True	0100	1969	False	False	01000100	8012	1969.12.15_брежнев_выступление_выступление-перед-съездом_пленум-цк-кпсс-1969.txt	брежнев	брежнев
217	1971.03.30_брежнев_выступление.отчет.доклад_отчетный доклад цк_съезд кпсс 24	1971.03.30	['брежнев']	['выступление', 'отчет', 'доклад']	['отчетный доклад цк']	['съезд кпсс 24']	False	True	False	False	True	True	0100	1971	False	False	01001100	41428	1971.03.30_брежнев_выступление.отчет.доклад_отчетный-доклад-цк_съезд-кпсс-24.txt	брежнев	брежнев
218	1971.04.09_брежнев_выступление_заключительное слово_съезд кпсс 24	1971.04.09	['брежнев']	['выступление']	['заключительное слово']	['съезд кпсс 24']	False	True	False	False	True	True	0100	1971	False	False	01001100	895	1971.04.09_брежнев_выступление_заключительное-слово_съезд-кпсс-24.txt	брежнев	брежнев
219	1971.04.09_съезд кпсс 24.другие_выступление_обсуждение отчетного доклада	1971.04.09	['съезд кпсс 24', 'другие']	['выступление']	['обсуждение отчетного доклада']	['обсуждение отчетного доклада']	True	False	False	False	False	False	1000	1971	False	False	10000000	173945	1971.04.09_съезд-кпсс-24.другие_выступление_обсуждение-отчетного-доклада.txt	брежнев	брежнев
220	1971.04.09_съезд кпсс 24_резолюция.фрагмент_по отчетному докладу	1971.04.09	['съезд кпсс 24']	['резолюция', 'фрагмент']	['по отчетному докладу']	['по отчетному докладу']	True	False	True	False	False	False	1010	1971	True	False	10100010	8563	1971.04.09_съезд-кпсс-24_резолюция.фрагмент_по-отчетному-докладу.txt	брежнев	брежнев
221	1975.08.19_цк кпсс_постановление_о социалистическом соревновании за достойную встречу 25 съезда кпсс_съезд кпсс 25	1975.08.19	['цк кпсс']	['постановление']	['о социалистическом соревновании за достойную встречу 25 съезда кпсс']	['съезд кпсс 25']	True	False	True	False	True	True	1010	1975	False	False	10101100	927	1975.08.19_цк-кпсс_постановление_о-социалистическом-соревновании-за-достойную-встречу-25-съезда-кпсс_съезд-кпсс-25.txt	брежнев	брежнев
222	1976.02.24_брежнев_выступление.отчет.доклад_отчетный доклад цк_съезд кпсс 25	1976.02.24	['брежнев']	['выступление', 'отчет', 'доклад']	['отчетный доклад цк']	['съезд кпсс 25']	False	True	False	False	True	True	0100	1976	False	False	01001100	37090	1976.02.24_брежнев_выступление.отчет.доклад_отчетный-доклад-цк_съезд-кпсс-25.txt	брежнев	брежнев
223	1976.03.03_съезд кпсс 25_постановление_по_проекту_цк.основные направления народного хозяйства	1976.03.03	['съезд кпсс 25']	['постановление']	['по']	['проекту']	True	False	True	False	False	True	1010	1976	False	False	10100100	29565	1976.03.03_съезд-кпсс-25_постановление_по_проекту_цк.основные-направления-народного-хозяйства.txt	брежнев	брежнев
224	1977.10.07_верховный совет ссср_конституция_конституция ссср	1977.10.07	['верховный совет ссср']	['конституция']	['конституция ссср']	['конституция ссср']	True	False	True	False	False	False	1010	1977	False	False	10100000	11578	1977.10.07_верховный-совет-ссср_конституция_конституция-ссср.txt	брежнев	брежнев
225	1978.12.05_брежнев.тараки_договор_договор о дружбе добрососедстве и сотрудничестве между ссср и дра_афганистан	1978.12.05	['брежнев', 'тараки']	['договор']	['договор о дружбе добрососедстве и сотрудничестве между ссср и дра']	['афганистан']	True	True	True	False	False	True	1110	1978	False	False	11100100	1037	1978.12.05_брежнев.тараки_договор_договор-о-дружбе-добрососедстве-и-сотрудничестве-между-ссср-и-дра_афганистан.txt	брежнев	брежнев
226	1981.02.23_брежнев_выступление.отчет.доклад_отчетный доклад цк_съезд кпсс 26	1981.02.23	['брежнев']	['выступление', 'отчет', 'доклад']	['отчетный доклад цк']	['съезд кпсс 26']	False	True	False	False	True	True	0100	1981	False	False	01001100	34287	1981.02.23_брежнев_выступление.отчет.доклад_отчетный-доклад-цк_съезд-кпсс-26.txt	брежнев	брежнев
227	1981.08.11_цк кпсс_постановление_о совершенствовании контроля и проверки исполнения_съезд кпсс 26	1981.08.11	['цк кпсс']	['постановление']	['о совершенствовании контроля и проверки исполнения']	['съезд кпсс 26']	True	False	True	False	True	True	1010	1981	False	False	10101100	1678	1981.08.11_цк-кпсс_постановление_о-совершенствовании-контроля-и-проверки-исполнения_съезд-кпсс-26.txt	брежнев	брежнев
228	1986.02.25_горбачев кпсс27_выступление.отчет.доклад_политический доклад	1986.02.25	['горбачев кпсс27']	['выступление', 'отчет', 'доклад']	['политический доклад']	['политический доклад']	True	False	False	False	False	False	1000	1986	False	False	10000000	38936	1986.02.25_горбачев-кпсс27_выступление.отчет.доклад_политический-доклад.txt	горбачев	горбачев
229	1986.03.03_рыжков кпсс27_выступление.отчет.доклад_эконом соц развитие	1986.03.03	['рыжков кпсс27']	['выступление', 'отчет', 'доклад']	['эконом соц развитие']	['эконом соц развитие']	True	False	False	False	False	False	1000	1986	False	False	10000000	16804	1986.03.03_рыжков-кпсс27_выступление.отчет.доклад_эконом-соц-развитие.txt	горбачев	горбачев
230	1986.03.06_горбачев кпсс27_выступление_заключительная речь	1986.03.06	['горбачев кпсс27']	['выступление']	['заключительная речь']	['заключительная речь']	True	False	False	False	False	False	1000	1986	False	False	10000000	2178	1986.03.06_горбачев-кпсс27_выступление_заключительная-речь.txt	горбачев	горбачев
231	1986.03.06_кпсс27_выступление_обсуждение доклада эконом развития	1986.03.06	['кпсс27']	['выступление']	['обсуждение доклада эконом развития']	['обсуждение доклада эконом развития']	True	False	False	False	False	False	1000	1986	False	False	10000000	66163	1986.03.06_кпсс27_выступление_обсуждение-доклада-эконом-развития.txt	горбачев	горбачев
232	1986.03.06_кпсс27_выступление_обсуждение политического доклада	1986.03.06	['кпсс27']	['выступление']	['обсуждение политического доклада']	['обсуждение политического доклада']	True	False	False	False	False	False	1000	1986	False	False	10000000	155775	1986.03.06_кпсс27_выступление_обсуждение-политического-доклада.txt	горбачев	горбачев
233	1986.03.07_кпсс27_постановление_по докладу соц эконом развития	1986.03.07	['кпсс27']	['постановление']	['по докладу соц эконом развития']	['по докладу соц эконом развития']	True	False	True	False	False	False	1010	1986	False	False	10100000	25565	1986.03.07_кпсс27_постановление_по-докладу-соц-эконом-развития.txt	горбачев	горбачев
234	1986.03.07_кпсс27_программа_программа кпсс	1986.03.07	['кпсс27']	['программа']	['программа кпсс']	['программа кпсс']	True	False	True	False	False	False	1010	1986	False	False	10100000	24089	1986.03.07_кпсс27_программа_программа-кпсс.txt	горбачев	горбачев
235	1986.03.07_кпсс27_резолюция_по политическому докладу	1986.03.07	['кпсс27']	['резолюция']	['по политическому докладу']	['по политическому докладу']	True	False	True	False	False	False	1010	1986	False	False	10100000	8500	1986.03.07_кпсс27_резолюция_по-политическому-докладу.txt	горбачев	горбачев
236	1986.03.07_кпсс27_устав_устав кпсс	1986.03.07	['кпсс27']	['устав']	['устав кпсс']	['устав кпсс']	True	False	True	False	False	False	1010	1986	False	False	10100000	6924	1986.03.07_кпсс27_устав_устав-кпсс.txt	горбачев	горбачев
237	1988.06.28_горбачев партконференция19_выступление.доклад_задачи по углублению перестройки	1988.06.28	['горбачев партконференция19']	['выступление', 'доклад']	['задачи по углублению перестройки']	['задачи по углублению перестройки']	True	False	False	False	False	False	1000	1988	False	False	10000000	29009	1988.06.28_горбачев-партконференция19_выступление.доклад_задачи-по-углублению-перестройки.txt	горбачев	горбачев
238	1988.06.30_партконференция19_обсуждение_обсуждение доклада задачи по углублению перестройки copy	1988.06.30	['партконференция19']	['обсуждение']	['обсуждение доклада задачи по углублению перестройки copy']	['обсуждение доклада задачи по углублению перестройки copy']	True	False	False	False	False	False	1000	1988	False	False	10000000	143384	1988.06.30_партконференция19_обсуждение_обсуждение-доклада-задачи-по-углублению-перестройки.txt	горбачев	горбачев
239	1988.07.01_горбачев партконференция19_выступление_заключительная речь	1988.07.01	['горбачев партконференция19']	['выступление']	['заключительная речь']	['заключительная речь']	True	False	False	False	False	False	1000	1988	False	False	10000000	4455	1988.07.01_горбачев-партконференция19_выступление_заключительная-речь.txt	горбачев	горбачев
240	1988.07.01_партконференция19_обсуждение_обсуждение резолюции задачи по углублению перестройки copy 2	1988.07.01	['партконференция19']	['обсуждение']	['обсуждение резолюции задачи по углублению перестройки copy 2']	['обсуждение резолюции задачи по углублению перестройки copy 2']	True	False	False	False	False	False	1000	1988	False	False	10000000	2584	1988.07.01_партконференция19_обсуждение_обсуждение-резолюции-задачи-по-углублению-перестройки.txt	горбачев	горбачев
241	1988.07.01_партконференция19_резолюция_задачи по углублению перестройки copy 3	1988.07.01	['партконференция19']	['резолюция']	['задачи по углублению перестройки copy 3']	['задачи по углублению перестройки copy 3']	True	False	True	False	False	False	1010	1988	False	False	10100000	3186	1988.07.01_партконференция19_резолюция_задачи-по-углублению-перестройки.txt	горбачев	горбачев
242	1988.07.01_партконференция19_резолюция_неотложные меры	1988.07.01	['партконференция19']	['резолюция']	['неотложные меры']	['неотложные меры']	True	False	True	False	False	False	1010	1988	False	False	10100000	288	1988.07.01_партконференция19_резолюция_неотложные-меры.txt	горбачев	горбачев
243	1988.07.01_партконференция19_резолюция_о демократизации советского общества	1988.07.01	['партконференция19']	['резолюция']	['о демократизации советского общества']	['о демократизации советского общества']	True	False	True	False	True	False	1010	1988	False	False	10101000	3143	1988.07.01_партконференция19_резолюция_о-демократизации-советского-общества.txt	горбачев	горбачев
244	1988.07.01_партконференция19_резолюция_о межнациональных отношениях	1988.07.01	['партконференция19']	['резолюция']	['о межнациональных отношениях']	['о межнациональных отношениях']	True	False	True	False	False	False	1010	1988	False	False	10100000	1746	1988.07.01_партконференция19_резолюция_о-межнациональных-отношениях.txt	горбачев	горбачев
245	1988.07.01_партконференция19_резолюция_о правовой реформе	1988.07.01	['партконференция19']	['резолюция']	['о правовой реформе']	['о правовой реформе']	True	False	True	False	False	False	1010	1988	False	False	10100000	979	1988.07.01_партконференция19_резолюция_о-правовой-реформе.txt	горбачев	горбачев
246	1988.12.07_горбачев_выступление_выступление в оон	1988.12.07	['горбачев']	['выступление']	['выступление в оон']	['выступление в оон']	False	True	False	False	False	False	0100	1988	False	False	01000000	6942	1988.12.07_горбачев_выступление_выступление-в-оон.txt	горбачев	горбачев
247	1989.04.27_ельцин_выступление_к 1 съезду народных депутатов_съезд народных депутатов 1	1989.04.27	['ельцин']	['выступление']	['к 1 съезду народных депутатов']	['съезд народных депутатов 1']	False	True	False	False	True	True	0100	1989	False	False	01001100	1881	1989.04.27_ельцин_выступление_к-1-съезду-народных-депутатов_съезд-народных-депутатов-1.txt	горбачев	горбачев
248	1989.07.06_горбачев_выступление_выступление в совете европы	1989.07.06	['горбачев']	['выступление']	['выступление в совете европы']	['выступление в совете европы']	False	True	False	False	True	False	0100	1989	False	False	01001000	4790	1989.07.06_горбачев_выступление_выступление-в-совете-европы.txt	горбачев	горбачев
249	1990.01.17_ельцин_выступление.обращение к гражданам.тв_выступление перед телезрителями_суверенитет рсфср.распад ссср	1990.01.17	['ельцин']	['выступление', 'обращение к гражданам', 'тв']	['выступление перед телезрителями']	['суверенитет рсфср', 'распад ссср']	False	True	False	True	False	True	0101	1990	False	False	01010100	7452	1990.01.17_ельцин_выступление.обращение-к-гражданам.тв_выступление-перед-телезрителями_суверенитет-рсфср.распад-ссср.txt	горбачев	горбачев
250	1990.06.12_ельцин.совет народных депутатов_декларация_о государственном суверенитете рсфср_независимость рсфср.распад ссср	1990.06.12	['ельцин', 'совет народных депутатов']	['декларация']	['о государственном суверенитете рсфср']	['независимость рсфср', 'распад ссср']	True	True	True	False	False	True	1110	1990	False	False	11100100	686	1990.06.12_ельцин.совет-народных-депутатов_декларация_о-государственном-суверенитете-рсфср_независимость-рсфср.распад-ссср.txt	горбачев	горбачев
